Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified,Collector,Alter,Proxy,Purchase Price
1,1,Geier Reach Sanitarium,cmm,Near Mint,English,,,18:57.7,1000,FALSE,FALSE,
2,2,Geist-Honored Monk,isd,Near Mint,English,,,21:31.1,17,FALSE,FALSE,
1,1,Generous Ent,ltr,Near Mint,English,,,17:40.5,169,FALSE,FALSE,
1,1,Generous Gift,lcc,Near Mint,English,,,20:11.5,128,FALSE,FALSE,
1,1,Genesis Wave,ltc,Near Mint,English,,,16:37.9,245,FALSE,FALSE,
1,1,Geode Golem,cmm,Near Mint,English,,,18:57.7,386,FALSE,FALSE,
1,1,Ghost Quarter,ltc,Near Mint,English,,,17:40.5,314,FALSE,FALSE,
1,1,"Giada, Font of Hope",plst,Near Mint,English,,,35:14.5,SNC-14,FALSE,FALSE,
1,1,"Giada, Font of Hope",snc,Near Mint,English,foil,,31:00.2,14,FALSE,FALSE,
1,1,Giant Dustwasp,tsr,Near Mint,English,foil,,31:41.4,206,FALSE,FALSE,
1,1,Gilded Goose,ltc,Near Mint,English,,,17:40.5,246,FALSE,FALSE,
1,1,"Gilraen, Dúnedain Protector",ltc,Near Mint,English,,,15:14.2,13,FALSE,FALSE,
1,1,Giltgrove Stalker,rix,Near Mint,English,foil,,31:41.4,131,FALSE,FALSE,
1,1,Gilt-Leaf Winnower,cmr,Near Mint,English,foil,,31:21.2,130,FALSE,FALSE,
1,1,Gimli of the Glittering Caves,ltc,Near Mint,English,,,15:14.2,32,FALSE,FALSE,
1,1,Gimli's Axe,ltr,Near Mint,English,,,14:48.9,130,FALSE,FALSE,
1,1,Gimli's Fury,ltr,Near Mint,English,,,14:48.9,131,FALSE,FALSE,
1,1,"Gisela, the Broken Blade",sld,Near Mint,English,foil,,35:14.5,1335,FALSE,FALSE,
1,1,"Gisela, the Broken Blade",sld,Near Mint,English,,,32:17.3,1387,FALSE,FALSE,
1,1,Glacial Fortress,ltc,Near Mint,English,,,15:14.2,315,FALSE,FALSE,
1,1,Glassdust Hulk,2xm,Near Mint,English,foil,,35:26.0,199,FALSE,FALSE,
1,1,Glidedive Duo,blb,Near Mint,English,,,29:40.6,96,FALSE,FALSE,
1,1,Glimpse the Impossible,mh3,Near Mint,English,,,14:48.9,124,FALSE,FALSE,
1,1,"Glorfindel, Dauntless Rescuer",ltr,Near Mint,English,,,14:48.9,171,FALSE,FALSE,
4,4,Glorious Anthem,m21,Near Mint,English,,,25:11.8,21,FALSE,FALSE,
1,1,Glorious Protector,clb,Near Mint,English,,,35:54.5,695,FALSE,FALSE,
2,2,Gluttonous Cyclops,jou,Near Mint,English,foil,,32:30.4,99,FALSE,FALSE,
1,1,Gnottvold Recluse,khm,Near Mint,English,foil,,31:41.4,172,FALSE,FALSE,
1,1,Go for the Throat,ltc,Near Mint,English,,,17:40.5,201,FALSE,FALSE,
1,1,Goblin Boarders,fdn,Near Mint,English,,,14:48.9,87,FALSE,FALSE,
1,1,Goblin Cratermaker,ltc,Near Mint,English,,,16:17.6,218,FALSE,FALSE,
1,1,Goblin Dark-Dwellers,ltc,Near Mint,English,,,16:17.6,219,FALSE,FALSE,
4,4,Goblin Trailblazer,cmr,Near Mint,English,foil,,32:30.4,182,FALSE,FALSE,
2,2,Godhunter Octopus,jou,Near Mint,English,foil,,32:00.7,39,FALSE,FALSE,
1,1,Gods Willing,cn2,Near Mint,English,foil,,22:03.4,88,FALSE,FALSE,
4,4,Gold Myr,som,Near Mint,English,,,25:54.0,157,FALSE,FALSE,
1,1,Goldmire Bridge,brc,Near Mint,English,,,34:38.4,186,FALSE,FALSE,
1,1,Goldspan Dragon,sld,Near Mint,English,foil,,14:48.9,1780,FALSE,FALSE,
2,2,Golem Artisan,cmr,Near Mint,English,foil,,35:26.0,311,FALSE,FALSE,
2,2,Golem-Skin Gauntlets,2xm,Near Mint,English,foil,,35:26.0,259,FALSE,FALSE,
1,1,"Gollum, Obsessed Stalker",ltc,Near Mint,English,,,17:40.5,26,FALSE,FALSE,
1,1,"Gonti, Lord of Luxury",clb,Near Mint,English,,,35:54.5,753,FALSE,FALSE,
1,1,Gorgon Recluse,tsr,Near Mint,English,foil,,31:21.2,117,FALSE,FALSE,
1,1,Grand Abolisher,sld,Near Mint,English,foil,,30:12.6,1285,FALSE,FALSE,
1,1,Grateful Apparition,war,Near Mint,English,foil,,21:57.2,17,FALSE,FALSE,
1,1,Grave Scrabbler,tsr,Near Mint,English,foil,,31:21.2,118,FALSE,FALSE,
1,1,Gravedigger,ema,Near Mint,English,foil,,31:21.2,89,FALSE,FALSE,
1,1,Graypelt Refuge,ltc,Near Mint,English,,,17:40.5,316,FALSE,FALSE,
1,1,Great Hall of the Citadel,ltr,Near Mint,English,,,14:48.9,254,FALSE,FALSE,
1,1,Great Oak Guardian,ltc,Near Mint,English,,,17:40.5,247,FALSE,FALSE,
1,1,Grey Host Reinforcements,ltc,Near Mint,English,,,15:14.2,14,FALSE,FALSE,
1,1,Griffin Aerie,plst,Near Mint,English,,,35:14.5,M21-22,FALSE,FALSE,
2,2,Griffin Guide,tsr,Near Mint,English,foil,,22:03.4,19,FALSE,FALSE,
1,1,Grim Draugr,khm,Near Mint,English,foil,,31:21.2,96,FALSE,FALSE,
1,1,Grim Haruspex,clb,Near Mint,English,,,35:54.5,754,FALSE,FALSE,
1,1,Grim Hireling,clb,Near Mint,English,,,35:54.5,755,FALSE,FALSE,
1,1,"Gríma, Saruman's Footman",ltc,Near Mint,English,,,16:17.6,57,FALSE,FALSE,
1,1,"Grishnákh, Brash Instigator",ltr,Near Mint,English,,,16:17.6,134,FALSE,FALSE,
1,1,Grow from the Ashes,dom,Near Mint,English,foil,,14:48.9,164,FALSE,FALSE,
1,1,Grow from the Ashes,fdn,Near Mint,English,,,14:48.9,225,FALSE,FALSE,
1,1,Growth Spiral,ltc,Near Mint,English,,,16:37.9,267,FALSE,FALSE,
3,3,Gruul Cluestone,dgm,Near Mint,English,,,50:21.8,140,FALSE,FALSE,
1,1,Gruul Guildgate,dgm,Near Mint,English,,,38:42.1,150,FALSE,FALSE,
1,1,Gruul Guildgate,gtc,Near Mint,English,,,38:31.6,243,FALSE,FALSE,
1,1,Gruul Guildgate,rna,Near Mint,English,,,39:07.3,250,FALSE,FALSE,
1,1,Gruul Guildgate,rna,Near Mint,English,,,38:54.0,249,FALSE,FALSE,
1,1,Gruul Locket,rna,Near Mint,English,,,51:49.1,234,FALSE,FALSE,
2,2,Gruul Signet,gpt,Near Mint,English,,,50:12.0,150,FALSE,FALSE,
1,1,Gruul Turf,gk2,Near Mint,English,,,42:48.2,104,FALSE,FALSE,
1,1,Guiding Voice,stx,Near Mint,English,foil,,22:08.9,19,FALSE,FALSE,
1,1,Guildless Commons,cmm,Near Mint,English,,,18:57.7,1003,FALSE,FALSE,
1,1,"Gut, True Soul Zealot",clb,Near Mint,English,foil,,14:48.9,399,FALSE,FALSE,
1,1,Guttersnipe,ltc,Near Mint,English,,,16:17.6,220,FALSE,FALSE,
1,1,Gwaihir the Windlord,ltr,Near Mint,English,,,14:48.9,210,FALSE,FALSE,
1,1,"Gwaihir, Greatest of the Eagles",ltc,Near Mint,English,,,17:40.5,15,FALSE,FALSE,
9,9,Hailstorm Valkyrie,khm,Near Mint,English,foil,,31:21.2,97,FALSE,FALSE,
1,1,"Haldir, Lórien Lieutenant",ltc,Near Mint,English,,,16:37.9,39,FALSE,FALSE,
1,1,Halo Forager,mom,Near Mint,English,,,14:48.9,385,FALSE,FALSE,
1,1,Hangarback Walker,cmm,Near Mint,English,,,18:57.7,951,FALSE,FALSE,
1,1,Haradrim Spearmaster,ltr,Near Mint,English,,,14:48.9,135,FALSE,FALSE,
1,1,Hardy Veteran,rix,Near Mint,English,foil,,31:41.4,132,FALSE,FALSE,
1,1,Harmonious Archon,eld,Near Mint,English,,,22:13.5,17,FALSE,FALSE,
1,1,Harmonize,ltc,Near Mint,English,,,17:40.5,248,FALSE,FALSE,
1,1,Harper Recruiter,clb,Near Mint,English,,,35:54.5,659,FALSE,FALSE,
1,1,Harsh Mentor,ltc,Near Mint,English,,,15:14.2,221,FALSE,FALSE,
4,4,Harvestrite Host,blb,Near Mint,English,,,33:23.6,15,FALSE,FALSE,
2,2,Hateful Eidolon,thb,Near Mint,English,foil,,31:21.2,101,FALSE,FALSE,
1,1,Hazel's Nocturne,blb,Near Mint,English,foil,,54:35.9,97,FALSE,FALSE,
2,2,Hazel's Nocturne,blb,Near Mint,English,,,54:29.6,97,FALSE,FALSE,
2,2,Head of the Homestead,blb,Near Mint,English,,,33:23.6,216,FALSE,FALSE,
1,1,Heaped Harvest,blb,Near Mint,English,,,54:56.9,175,FALSE,FALSE,
1,1,Heaped Harvest,blb,Near Mint,English,,,14:48.9,175,FALSE,FALSE,
1,1,Heartfire,war,Near Mint,English,foil,,32:51.8,131,FALSE,FALSE,
1,1,Heartfire Hero,blb,Near Mint,English,foil,,14:48.9,138,FALSE,FALSE,
1,1,Heartless Pillage,2xm,Near Mint,English,foil,,31:21.2,96,FALSE,FALSE,
1,1,Hedron Archive,cmm,Near Mint,English,,,18:57.7,952,FALSE,FALSE,
1,1,Hedron-Field Purists,roe,Near Mint,English,,,22:20.4,25,FALSE,FALSE,
1,1,Heirloom Blade,ltc,Near Mint,English,,,15:14.2,279,FALSE,FALSE,
1,1,Heirloom Blade,plst,Near Mint,English,,,35:14.5,C17-52,FALSE,FALSE,
1,1,Heliod's Intervention,thb,Near Mint,English,,,22:59.3,19,FALSE,FALSE,
1,1,Hellkite Punisher,m21,Near Mint,English,,,32:51.8,151,FALSE,FALSE,
1,1,Herald's Horn,ltc,Near Mint,English,,,15:14.2,280,FALSE,FALSE,
1,1,Hero of the Nyxborn,thb,Near Mint,English,foil,,35:26.0,219,FALSE,FALSE,
4,4,Hero of the Winds,thb,Near Mint,English,foil,,23:17.1,23,FALSE,FALSE,
4,4,Heroes of the Revel,thb,Near Mint,English,,,32:30.4,138,FALSE,FALSE,
1,1,Heroic Intervention,ltc,Near Mint,English,,,16:37.9,249,FALSE,FALSE,
2,2,Hero's Blade,cmr,Near Mint,English,foil,,35:26.0,314,FALSE,FALSE,
1,1,Hexavus,brc,Near Mint,English,,,34:38.4,14,FALSE,FALSE,
1,1,Hexplate Golem,bbd,Near Mint,English,foil,,35:26.0,237,FALSE,FALSE,
1,1,Hidden Grotto,blb,Near Mint,English,,,33:23.6,254,FALSE,FALSE,
1,1,High Priest of Penance,clb,Near Mint,English,,,35:54.5,848,FALSE,FALSE,
1,1,High Stride,blb,Near Mint,English,,,30:28.7,176,FALSE,FALSE,
1,1,Highborn Vampire,znr,Near Mint,English,foil,,31:21.2,107,FALSE,FALSE,
1,1,Hinterland Harbor,ltc,Near Mint,English,,,16:37.9,317,FALSE,FALSE,
1,1,Hithlain Rope,ltc,Near Mint,English,,,17:40.5,76,FALSE,FALSE,
1,1,Holy Mantle,gtc,Near Mint,English,,,23:41.7,17,FALSE,FALSE,
1,1,Homunculus Horde,fdn,Near Mint,English,,,14:48.9,41,FALSE,FALSE,
1,1,Horizon Seeker,khm,Near Mint,English,foil,,31:41.4,175,FALSE,FALSE,
1,1,Hornet Queen,ltc,Near Mint,English,,,16:37.9,250,FALSE,FALSE,
1,1,Hostage Taker,ltc,Near Mint,English,,,16:17.6,268,FALSE,FALSE,
2,2,Howling Golem,cmr,Near Mint,English,foil,,35:26.0,316,FALSE,FALSE,
1,1,Humble Defector,ltc,Near Mint,English,,,15:14.2,222,FALSE,FALSE,
1,1,Hungry Flames,aer,Near Mint,English,foil,,32:51.8,84,FALSE,FALSE,
1,1,Ichor Slick,tsr,Near Mint,English,foil,,31:21.2,119,FALSE,FALSE,
3,3,Immersturm Raider,khm,Near Mint,English,foil,,32:30.4,141,FALSE,FALSE,
4,4,Immolating Glare,ogw,Near Mint,English,,,22:16.6,20,FALSE,FALSE,
2,2,Impassioned Orator,rna,Near Mint,English,,,40:13.5,12,FALSE,FALSE,
2,2,Impassioned Orator,m20,Near Mint,English,,,40:08.0,306,FALSE,FALSE,
2,2,Impending Doom,thb,Near Mint,English,foil,,32:30.4,139,FALSE,FALSE,
1,1,Imperiosaur,tsr,Near Mint,English,foil,,31:41.4,211,FALSE,FALSE,
1,1,In the Darkness Bind Them,ltc,Near Mint,English,,,16:17.6,58,FALSE,FALSE,
1,1,Increasing Devotion,ltc,Near Mint,English,,,15:14.2,171,FALSE,FALSE,
1,1,Increasing Devotion,dka,Near Mint,English,,,43:27.3,11,FALSE,FALSE,
4,4,Increasing Devotion,onc,Near Mint,English,,,43:35.9,76,FALSE,FALSE,
1,1,Indomitable Archangel,brc,Near Mint,English,,,34:38.4,72,FALSE,FALSE,
1,1,Inevitable End,thb,Near Mint,English,foil,,31:21.2,102,FALSE,FALSE,
1,1,Infernal Vessel,fdn,Near Mint,English,,,14:48.9,63,FALSE,FALSE,
1,1,Inferno Titan,ltc,Near Mint,English,,,16:17.6,223,FALSE,FALSE,
1,1,Infestation Sage,fdn,Near Mint,English,,,14:48.9,64,FALSE,FALSE,
1,1,Inkling Summoning,stx,Near Mint,English,foil,,35:26.0,195,FALSE,FALSE,
1,1,Inscription of Abundance,ltc,Near Mint,English,,,16:37.9,251,FALSE,FALSE,
4,4,Inspiring Overseer,snc,Near Mint,English,,,42:23.4,18,FALSE,FALSE,
4,4,Intangible Virtue,cmr,Near Mint,English,,,24:50.9,24,FALSE,FALSE,
4,4,Intrepid Rabbit,blb,Near Mint,English,,,33:23.6,17,FALSE,FALSE,
4,4,Intrepid Rabbit,tblb,Near Mint,English,,,33:23.6,2,FALSE,FALSE,
1,1,Introduction to Prophecy,stx,Near Mint,English,foil,,35:26.0,4,FALSE,FALSE,
1,1,Invading Manticore,war,Near Mint,English,foil,,32:30.4,134,FALSE,FALSE,
1,1,Investigator's Journal,cmm,Near Mint,English,,,18:57.7,956,FALSE,FALSE,
1,1,Invoke the Divine,plst,Near Mint,English,,,35:14.5,DOM-22,FALSE,FALSE,
4,4,Invoke the Divine,khm,Near Mint,English,,,22:56.9,16,FALSE,FALSE,
2,2,Iona's Judgment,cmr,Near Mint,English,foil,,24:12.0,25,FALSE,FALSE,
1,1,Iron Bully,2xm,Near Mint,English,foil,,35:26.0,262,FALSE,FALSE,
1,1,Irregular Cohort,clb,Near Mint,English,,,35:54.5,696,FALSE,FALSE,
1,1,Island,blb,Near Mint,English,foil,,33:23.6,372,FALSE,FALSE,
1,1,Island,blb,Near Mint,English,foil,,33:23.6,371,FALSE,FALSE,
1,1,Island,blb,Near Mint,English,foil,,33:23.6,267,FALSE,FALSE,
1,1,Island,blb,Near Mint,English,,,33:23.6,268,FALSE,FALSE,
1,1,Island,blb,Near Mint,English,,,33:23.6,269,FALSE,FALSE,
2,2,Island,blb,Near Mint,English,,,33:23.6,266,FALSE,FALSE,
11,11,Island,ltr,Near Mint,English,,,16:37.9,265,FALSE,FALSE,
11,11,Island,ltr,Near Mint,English,,,16:17.6,264,FALSE,FALSE,
21,21,Island,j22,Near Mint,English,,,41:50.7,102,FALSE,FALSE,
21,21,Island,j22,Near Mint,English,,,42:19.2,103,FALSE,FALSE,
21,21,Island,j22,Near Mint,English,,,41:15.5,101,FALSE,FALSE,
2,2,Island,brc,Near Mint,English,,,34:38.4,32,FALSE,FALSE,
2,2,Island,brc,Near Mint,English,,,34:38.4,31,FALSE,FALSE,
1,1,Isolated Chapel,ltc,Near Mint,English,,,17:40.5,318,FALSE,FALSE,
1,1,It That Betrays,cmm,Near Mint,English,,,18:57.7,805,FALSE,FALSE,
1,1,"Itzquinth, Firstborn of Gishath",lci,Near Mint,English,,,20:11.5,230,FALSE,FALSE,
2,2,Ivory Giant,tsr,Near Mint,English,foil,,24:02.6,20,FALSE,FALSE,
1,1,Ixalli's Lorekeeper,lci,Near Mint,English,,,20:11.5,194,FALSE,FALSE,
1,1,Jace's Defeat,hou,Near Mint,English,foil,,32:00.7,38,FALSE,FALSE,
1,1,Jaddi Lifestrider,roe,Near Mint,English,foil,,14:48.9,189,FALSE,FALSE,
1,1,Jaya's Greeting,war,Near Mint,English,foil,,32:51.8,136,FALSE,FALSE,
1,1,Jazal Goldmane,clb,Near Mint,English,,,35:54.5,697,FALSE,FALSE,
1,1,"Jhoira, Weatherlight Captain",sld,Near Mint,English,foil,,14:48.9,1276,FALSE,FALSE,
2,2,Jodah's Avenger,tsr,Near Mint,English,foil,,32:00.7,72,FALSE,FALSE,
1,1,"Jolrael, Voice of Zhalfir",mat,Near Mint,English,foil,,14:48.9,230,FALSE,FALSE,
1,1,Judge Unworthy,tsr,Near Mint,English,foil,,24:07.7,21,FALSE,FALSE,
1,1,Jungle Shrine,lcc,Near Mint,English,,,20:11.5,338,FALSE,FALSE,
1,1,Junkblade Bruiser,blb,Near Mint,English,,,02:56.7,220,FALSE,FALSE,
4,4,Kabira Crossroads,zen,Near Mint,English,,,28:41.0,216,FALSE,FALSE,
1,1,Kaldra Compleat,cmm,Near Mint,English,,,18:57.7,958,FALSE,FALSE,
1,1,Kangee's Lieutenant,cmr,Near Mint,English,foil,,24:12.3,26,FALSE,FALSE,
1,1,Karoo,plst,Near Mint,English,,,35:14.5,VIS-165,FALSE,FALSE,
1,1,Kayla's Music Box,brc,Near Mint,English,,,34:38.4,15,FALSE,FALSE,
1,1,Keeper of the Accord,plst,Near Mint,English,,,35:14.5,CMR-27,FALSE,FALSE,
1,1,"Kenrith, the Returned King",eld,Near Mint,English,,,24:18.1,303,FALSE,FALSE,
1,1,Kessig Wolf Run,lcc,Near Mint,English,,,20:11.5,340,FALSE,FALSE,
1,1,Khalni Heart Expedition,zen,Good (Lightly Played),English,,,31:41.4,167,FALSE,FALSE,
1,1,Khenra Eternal,hou,Near Mint,English,foil,,31:21.2,66,FALSE,FALSE,
1,1,Kindlespark Duo,blb,Near Mint,English,,,33:23.6,142,FALSE,FALSE,
1,1,Kindred Boon,plst,Near Mint,English,,,35:14.5,C17-5,FALSE,FALSE,
1,1,Kinjalli's Sunwing,lcc,Near Mint,English,,,20:11.5,130,FALSE,FALSE,
2,2,Kinsbaile Courier,cmr,Near Mint,English,foil,,24:32.5,29,FALSE,FALSE,
2,2,Kitesail Corsair,cmr,Near Mint,English,foil,,32:00.7,76,FALSE,FALSE,
1,1,Kitesail Skirmisher,cmr,Near Mint,English,foil,,32:00.7,77,FALSE,FALSE,
1,1,Klothys's Design,thb,Near Mint,English,foil,,31:41.4,176,FALSE,FALSE,
1,1,Knight of Sursi,tsr,Near Mint,English,foil,,24:49.9,22,FALSE,FALSE,
1,1,Knight of the Keep,eld,Near Mint,English,foil,,24:54.9,19,FALSE,FALSE,
1,1,Knight of the White Orchid,ala,Near Mint,English,,,24:59.9,16,FALSE,FALSE,
1,1,Knollspine Dragon,ltc,Near Mint,English,,,16:17.6,224,FALSE,FALSE,
1,1,"Kogla, the Titan Ape",sld,Near Mint,English,foil,,14:48.9,1274,FALSE,FALSE,
1,1,Kor Celebrant,znr,Near Mint,English,foil,,24:42.1,22,FALSE,FALSE,
1,1,"Kozilek, the Great Distortion",cmm,Near Mint,English,,,18:57.7,2,FALSE,FALSE,
1,1,Kraken Hatchling,mm3,Near Mint,English,foil,,32:00.7,42,FALSE,FALSE,
1,1,"Lae'zel, Vlaakith's Champion",clb,Near Mint,English,,,14:48.9,378,FALSE,FALSE,
6,6,Lagonna-Band Storyteller,thb,Near Mint,English,foil,,25:03.8,27,FALSE,FALSE,
1,1,"Landroval, Horizon Witness",ltr,Near Mint,English,,,17:40.5,21,FALSE,FALSE,
1,1,Languish,ltc,Near Mint,English,,,16:17.6,202,FALSE,FALSE,
1,1,Learn from the Past,ltc,Near Mint,English,,,16:37.9,192,FALSE,FALSE,
1,1,Legolas Greenleaf,ltc,Near Mint,English,,,16:37.9,40,FALSE,FALSE,
1,1,Letter of Acceptance,stx,Near Mint,English,foil,,35:26.0,256,FALSE,FALSE,
1,1,Lidless Gaze,ltc,Near Mint,English,,,16:17.6,59,FALSE,FALSE,
1,1,Lifecrafter's Bestiary,lcc,Near Mint,English,,,20:11.5,307,FALSE,FALSE,
2,2,Lifecrafter's Gift,cmr,Near Mint,English,foil,,31:41.4,240,FALSE,FALSE,
1,1,Lightning Greaves,plst,Near Mint,English,,,35:14.5,C19-217,FALSE,FALSE,
1,1,Lightning Greaves,sld,Near Mint,English,foil,,14:48.9,1493★,FALSE,FALSE,
1,1,Lightning Greaves,cmm,Near Mint,English,,,18:57.7,398,FALSE,FALSE,
1,1,Lightning Greaves,ltc,Near Mint,English,,,16:37.9,281,FALSE,FALSE,
2,2,Lightshell Duo,blb,Near Mint,English,,,33:23.6,56,FALSE,FALSE,
1,1,Lignify,ltc,Near Mint,English,,,16:37.9,252,FALSE,FALSE,
1,1,Lilysplash Mentor,blb,Near Mint,English,,,14:48.9,222,FALSE,FALSE,
1,1,"Linvala, Keeper of Silence",sld,Near Mint,English,foil,,30:36.6,1289,FALSE,FALSE,
1,1,Liquimetal Torque,brc,Near Mint,English,,,34:38.4,145,FALSE,FALSE,
5,5,Littjara Glade-Warden,khm,Near Mint,English,foil,,31:41.4,182,FALSE,FALSE,
1,1,Live Fast,kld,Near Mint,English,foil,,31:21.2,87,FALSE,FALSE,
1,1,Living Death,ltc,Near Mint,English,,,16:17.6,203,FALSE,FALSE,
1,1,Llanowar Loamspeaker,dmu,Near Mint,English,foil,,34:40.9,428,FALSE,FALSE,
1,1,"Lobelia, Defender of Bag End",ltc,Near Mint,English,,,17:40.5,27,FALSE,FALSE,
1,1,Lonely Sandbar,ltc,Near Mint,English,,,16:37.9,319,FALSE,FALSE,
1,1,Long River Lurker,blb,Near Mint,English,,,34:40.9,57,FALSE,FALSE,
1,1,Lord of the Nazgûl,ltc,Near Mint,English,,,16:17.6,60,FALSE,FALSE,
1,1,Lórien Revealed,ltr,Near Mint,English,,,16:37.9,60,FALSE,FALSE,
1,1,"Losheel, Clockwork Scholar",brc,Near Mint,English,,,34:38.4,73,FALSE,FALSE,
1,1,Lossarnach Captain,ltc,Near Mint,English,,,15:14.2,16,FALSE,FALSE,
1,1,Lost to Legend,ltr,Near Mint,English,,,15:14.2,22,FALSE,FALSE,
1,1,Lothlórien Blade,ltc,Near Mint,English,,,16:37.9,77,FALSE,FALSE,
1,1,Lumengrid Gargoyle,cmr,Near Mint,English,foil,,35:26.0,321,FALSE,FALSE,
1,1,Luminous Bonds,rix,Near Mint,English,foil,,25:12.6,12,FALSE,FALSE,
4,4,Lupinflower Village,blb,Near Mint,English,foil,,33:23.6,256,FALSE,FALSE,
1,1,Lyra Dawnbringer,dom,Near Mint,English,foil,,30:53.3,26,FALSE,FALSE,
3,3,Maalfeld Twins,cmr,Near Mint,English,foil,,31:21.2,132,FALSE,FALSE,
1,1,Mage-Ring Network,cmm,Near Mint,English,,,18:57.7,1009,FALSE,FALSE,
1,1,Mage's Attendant,clb,Near Mint,English,,,35:54.5,698,FALSE,FALSE,
2,2,Magnifying Glass,2xm,Near Mint,English,foil,,35:26.0,269,FALSE,FALSE,
1,1,Magus of the Balance,clb,Near Mint,English,,,35:54.5,699,FALSE,FALSE,
1,1,Majestic Heliopterus,lcc,Near Mint,English,,,20:11.5,131,FALSE,FALSE,
1,1,Make a Stand,cmr,Near Mint,English,foil,,25:17.2,32,FALSE,FALSE,
1,1,Makeshift Battalion,m21,Near Mint,English,foil,,25:20.7,26,FALSE,FALSE,
1,1,Makeshift Munitions,cmr,Near Mint,English,foil,,32:30.4,191,FALSE,FALSE,
1,1,Malakir Blood-Priest,clb,Near Mint,English,,,35:54.5,760,FALSE,FALSE,
1,1,Malevolent Noble,eld,Near Mint,English,foil,,31:21.2,95,FALSE,FALSE,
1,1,Mandibular Kite,mh3,Near Mint,English,,,34:40.9,34,FALSE,FALSE,
2,2,Manifold Mouse,tblb,Near Mint,English,,,34:40.9,18,FALSE,FALSE,
1,1,Marauding Raptor,lcc,Near Mint,English,,,20:11.5,228,FALSE,FALSE,
1,1,Marble Diamond,plst,Near Mint,English,,,35:14.5,MIR-310,FALSE,FALSE,
1,1,March of Progress,brc,Near Mint,English,,,34:38.4,8,FALSE,FALSE,
1,1,Mardu Strike Leader,clb,Near Mint,English,,,35:54.5,761,FALSE,FALSE,
1,1,Marionette Master,brc,Near Mint,English,,,34:38.4,109,FALSE,FALSE,
1,1,Marshal's Anthem,ltc,Near Mint,English,,,15:14.2,172,FALSE,FALSE,
1,1,Mask of Memory,c14,Near Mint,English,,,35:26.0,249,FALSE,FALSE,
1,1,Maskwood Nexus,clb,Near Mint,English,,,35:54.5,865,FALSE,FALSE,
2,2,Mass of Ghouls,tsr,Near Mint,English,foil,,31:21.2,122,FALSE,FALSE,
1,1,Master of Etherium,brc,Near Mint,English,,,34:38.4,86,FALSE,FALSE,
1,1,Matter Reshaper,cmm,Near Mint,English,,,18:57.7,806,FALSE,FALSE,
1,1,Mazemind Tome,cmm,Near Mint,English,,,18:57.7,959,FALSE,FALSE,
1,1,Mazemind Tome,plst,Near Mint,English,,,35:14.5,M21-232,FALSE,FALSE,
1,1,Meltdown,mh3,Near Mint,English,,,34:40.9,282,FALSE,FALSE,
1,1,Memory Theft,eld,Near Mint,English,foil,,31:21.2,96,FALSE,FALSE,
1,1,Mentor of the Meek,ltc,Near Mint,English,,,17:40.5,173,FALSE,FALSE,
1,1,Merchant Raiders,cmr,Near Mint,English,foil,,32:00.7,81,FALSE,FALSE,
1,1,Merciless Executioner,ltc,Near Mint,English,,,16:17.6,204,FALSE,FALSE,
1,1,"Merry, Warden of Isengard",ltc,Near Mint,English,,,17:40.5,61,FALSE,FALSE,
2,2,Mesa Enchantress,m12,Near Mint,English,,,25:25.6,25,FALSE,FALSE,
1,1,Mesa Lynx,znr,Near Mint,English,foil,,25:30.3,28,FALSE,FALSE,
2,2,Metalspinner's Puzzleknot,2xm,Near Mint,English,foil,,35:26.0,273,FALSE,FALSE,
1,1,Metalwork Colossus,cmm,Near Mint,English,,,18:57.7,960,FALSE,FALSE,
1,1,Meteor Golem,cmm,Near Mint,English,,,18:57.7,399,FALSE,FALSE,
1,1,Meteoric Mace,cmr,Near Mint,English,foil,,32:51.8,192,FALSE,FALSE,
1,1,Might of Murasa,znr,Near Mint,English,foil,,31:41.4,194,FALSE,FALSE,
1,1,Might of the Masses,2xm,Near Mint,English,foil,,31:41.4,176,FALSE,FALSE,
2,2,Might of the Meek,blb,Near Mint,English,,,34:40.9,144,FALSE,FALSE,
1,1,Migration Path,lcc,Near Mint,English,,,20:11.5,246,FALSE,FALSE,
1,1,"Mikaeus, the Lunarch",clb,Near Mint,English,,,35:54.5,700,FALSE,FALSE,
2,2,Mind Spiral,blb,Near Mint,English,,,34:40.9,59,FALSE,FALSE,
1,1,Mind Stone,cmm,Near Mint,English,,,18:57.7,961,FALSE,FALSE,
1,1,Mind Stone,plst,Near Mint,English,,,35:14.5,WTH-153,FALSE,FALSE,
1,1,Mind Stone,ltc,Near Mint,English,,,16:17.6,282,FALSE,FALSE,
1,1,Mindblade Render,clb,Near Mint,English,,,35:54.5,762,FALSE,FALSE,
1,1,Mindless Automaton,cmr,Near Mint,English,foil,,35:26.0,326,FALSE,FALSE,
1,1,Mindstab,tsr,Near Mint,English,foil,,31:21.2,123,FALSE,FALSE,
1,1,Minimus Containment,clb,Near Mint,English,foil,,34:40.9,34,FALSE,FALSE,
4,4,Minion's Return,thb,Near Mint,English,foil,,31:21.2,104,FALSE,FALSE,
1,1,Mirage Mirror,cmm,Near Mint,English,,,18:57.7,962,FALSE,FALSE,
1,1,Mirkwood Bats,ltr,Near Mint,English,,,17:40.5,95,FALSE,FALSE,
1,1,Mirkwood Elk,ltc,Near Mint,English,,,16:37.9,41,FALSE,FALSE,
